id,event_type,latitude,longitude,address,event_cause,requires_road_closure,start_datetime,status,authenticated,description,veh_type,corridor,priority,police_station,gba_identifier,zone,junction
FKID002300,unplanned,12.9673232,77.7493808,"Whitefield Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-01 11:23:45.287+00,closed,yes,hgv near rekshi and bar towards white field traffic normal,heavy_vehicle,Non-corridor,Low,Whitefield,NULL,NULL,NULL
FKID002301,unplanned,12.9250539,77.6180915,"Hosur Road, Madiwala Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-01 19:53:46.52+00,closed,yes,mps towards sp road cab off road at ayyappa under pass traffic movement slow ide,taxi,Hosur Road,High,Madiwala,NULL,NULL,NULL
FKID002302,unplanned,13.0334217,77.5890136,"Bellary Road 1, Hebbala Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-20 05:06:53.854+00,closed,yes,wheel jam,private_car,Bellary Road 1,High,Hebbala,NULL,NULL,NULL
FKID002303,unplanned,12.9014646,77.6323309,"Hosur Road, HSR Layout Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-01 20:26:11.312+00,closed,yes,vehicle metro traffic slow,lcv,Hosur Road,High,HSR Layout,NULL,NULL,NULL
FKID002304,unplanned,12.9664716,77.5949491,"Mysore Road, Halasuru Gate Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-20 04:41:15.93+00,closed,no,vehicle breakdown along Mysore Road corridor and under Halasuru Gate jurisdiction,truck,Mysore Road,High,Halasuru Gate,NULL,NULL,NULL
FKID002305,unplanned,12.9970068,77.5502223,"West of Chord Road, Vijayanagara Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2024-03-20 05:18:19.029+00,active,yes,pot holes along West of Chord Road corridor and under Vijayanagara jurisdiction,,West of Chord Road,High,Vijayanagara,NULL,NULL,NULL
FKID002306,unplanned,13.0316423,77.6307164,"ORR North 1, Hennuru Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-01 20:24:47.313+00,closed,yes,vehicals self problem vehicle slow moments,heavy_vehicle,ORR North 1,High,Hennuru,NULL,NULL,NULL
FKID002307,unplanned,12.9970695,77.5502774,"West of Chord Road, Vijayanagara Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2024-03-20 05:17:31.642+00,active,yes,pot holes along West of Chord Road corridor and under Vijayanagara jurisdiction,,West of Chord Road,High,Vijayanagara,NULL,NULL,NULL
FKID002308,unplanned,12.9655901,77.6195322,"Halasur Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-01 21:09:07.674+00,closed,yes,vehicle breakdown along Non-corridor corridor and under Halasur jurisdiction,bmtc_bus,Non-corridor,Low,Halasur,NULL,NULL,NULL
FKID002309,unplanned,12.9225895,77.6192286,"Hosur Road, Madiwala Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-03-01 20:47:52.922+00,closed,yes,traffic slow junction,,Hosur Road,High,Madiwala,NULL,NULL,NULL
FKID002310,unplanned,12.96941313,77.70096937,"ORR East 2, HAL Old Airport Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2024-03-01 21:30:15.412+00,active,yes,location construction work in progress,,ORR East 2,High,HAL Old Airport,NULL,NULL,NULL
FKID002311,unplanned,13.0298298,77.5386426,"Tumkur Road, Yeshwanthpura Jurisdiction, Bengaluru, Karnataka, India",tree_fall,FALSE,2024-03-20 05:30:45.183+00,closed,yes,cmti junction towards location near airforce gate traffic problem,,Tumkur Road,High,Yeshwanthpura,NULL,NULL,NULL
FKID002312,unplanned,13.0248346,77.5824579,"Bellary Road 1, Kodigehalli Jurisdiction, Bengaluru, Karnataka, India",construction,TRUE,2024-03-01 21:36:14.931+00,closed,yes,sanjainagar traffic station,,Bellary Road 1,High,Kodigehalli,NULL,NULL,NULL
FKID002313,unplanned,13.01658,77.5565783,"Tumkur Road, Yeshwanthpura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-20 03:00:41.408+00,closed,yes,due to vaccum down ypr down ramp towards location,heavy_vehicle,Tumkur Road,High,Yeshwanthpura,NULL,NULL,NULL
FKID002314,unplanned,13.1904705,77.6456599,"Bellary Road 2, Chikkajala Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-20 05:38:38.598+00,closed,yes,vehicle breakdown along Bellary Road 2 corridor and under Chikkajala jurisdiction,lcv,Bellary Road 2,High,Chikkajala,NULL,NULL,NULL
FKID002315,unplanned,13.1501366,77.6196567,"Bellary Road 2, Chikkajala Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2024-03-20 05:51:43.243+00,active,yes,public are falling near toyota junction service road,,Bellary Road 2,High,Chikkajala,NULL,NULL,NULL
FKID002316,unplanned,13.0405183,77.5443817,"ORR North 2, Jalahalli Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-01 22:52:17.373+00,closed,no,car off road on mes road towards gg palya,private_car,ORR North 2,High,Jalahalli,NULL,NULL,NULL
FKID002317,unplanned,13.0145783,77.5850567,"Bellary Road 1, R.T. Nagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,TRUE,2024-03-01 21:45:59.456+00,closed,yes,vehicle breakdown along Bellary Road 1 corridor and under R.T. Nagar jurisdiction,lcv,Bellary Road 1,High,R.T. Nagar,NULL,NULL,NULL
FKID002318,unplanned,12.9062581,77.5733253,"ORR West 1, J.P. Nagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-20 03:15:18.116+00,closed,yes,ksrtc bus off road at location due to starting problem vehicle moving from jaraganahalli towards sarakki incoming side exactly near signal vehicle movement slow,ksrtc_bus,ORR West 1,High,J.P. Nagar,NULL,NULL,NULL
FKID002319,unplanned,13.0503119,77.5929248,"Bellary Road 1, Kodigehalli Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-20 05:59:33.716+00,closed,yes,this road roller off road due to empty fuel towards city near location service road traffic movement slow,others,Bellary Road 1,High,Kodigehalli,NULL,NULL,NULL
FKID002320,planned,12.9695205,77.7005879,"ORR East 2, HAL Old Airport Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2024-03-02 02:52:43.051+00,closed,yes,person staion pillar construction work progress towards person location is slow movement regarding traffic is location,,ORR East 2,High,HAL Old Airport,NULL,NULL,NULL
FKID002321,unplanned,12.9528879,77.5410156,"Mysore Road, Byatarayanapura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 02:01:13.778+00,closed,yes,location jaction inacomg side location roed,bmtc_bus,Mysore Road,High,Byatarayanapura,NULL,NULL,NULL
FKID002322,unplanned,13.0673117,77.4496254,"No Police Station Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 00:13:23.267+00,closed,yes,due to person tyre brust,truck,Non-corridor,Low,No Police Station,NULL,NULL,NULL
FKID002323,unplanned,13.0343959,77.5303187,"Tumkur Road, Yeshwanthpura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-01 23:31:42.324+00,closed,yes,off road,bmtc_bus,Tumkur Road,High,Yeshwanthpura,NULL,NULL,NULL
FKID002324,unplanned,12.984355,77.5539533,"Rajajinagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-01 23:35:13.921+00,closed,yes,vehicle breakdown along Non-corridor corridor and under Rajajinagar jurisdiction,bmtc_bus,Non-corridor,Low,Rajajinagar,NULL,NULL,NULL
FKID002325,unplanned,12.9768265,77.5983612,"CBD 2, Cubbon Park Jurisdiction, Bengaluru, Karnataka, India",tree_fall,TRUE,2024-03-02 02:19:23.118+00,active,yes,tree fallan temperory road close,,CBD 2,High,Cubbon Park,NULL,NULL,NULL
FKID002326,unplanned,12.9861017,77.6457067,"Old Madras Road, Banaswadi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 02:53:19.478+00,closed,yes,statar problem,heavy_vehicle,Old Madras Road,High,Banaswadi,NULL,NULL,NULL
FKID002327,unplanned,12.9929454,77.5952517,"High ground Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 03:30:15.995+00,closed,yes,bwssb water tanker appload on millers road near location,others,Non-corridor,Low,High ground,NULL,NULL,NULL
FKID002328,unplanned,13.0712314,77.4423253,"No Police Station Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 00:16:01.231+00,closed,yes,vehicle breakdown tyre brust,truck,Non-corridor,Low,No Police Station,NULL,NULL,NULL
FKID002329,unplanned,12.9080608,77.6924291,"Bellandur Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 00:55:24.477+00,closed,yes,due to starting problem water tank vvr school to doddakanalli,others,Non-corridor,Low,Bellandur,NULL,NULL,NULL
FKID002330,unplanned,13.0412733,77.6152267,"ORR North 1, Hennuru Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-03-20 06:27:31.274+00,closed,yes,slow,,ORR North 1,High,Hennuru,NULL,NULL,NULL
FKID002331,unplanned,13.1033967,77.60037,"Bellary Road 2, Yelahanka Jurisdiction, Bengaluru, Karnataka, India",accident,FALSE,2024-03-20 05:04:03.564+00,closed,yes,accident between 2 car s kogilu cross on flyover towards city only vehicle damage traffic movement is slow,,Bellary Road 2,High,Yelahanka,NULL,NULL,NULL
FKID002332,unplanned,12.9743412,77.549272,"West of Chord Road, Magadi Road Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 05:27:35.079+00,closed,yes,due to starting problem a ambulance off road near location care hospital,others,West of Chord Road,High,Magadi Road,NULL,NULL,NULL
FKID002333,unplanned,12.9898458,77.5026764,"Magadi Road, Kamakshipalya Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 04:39:02.097+00,closed,no,starting problem person cowdeshwary cycle mart out going side,lcv,Magadi Road,High,Kamakshipalya,NULL,NULL,NULL
FKID002334,unplanned,12.9687152,77.7011103,"ORR East 2, HAL Old Airport Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-20 06:55:43.492+00,closed,yes,due to starting problem,private_bus,ORR East 2,High,HAL Old Airport,NULL,NULL,NULL
FKID002335,unplanned,13.0723917,77.5927483,"Bellary Road 2, Yelahanka Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 04:06:55.031+00,closed,no,empty fuel,private_car,Bellary Road 2,High,Yelahanka,NULL,NULL,NULL
FKID002336,unplanned,12.9609423,77.6382014,"Old Airport Road, Halasur Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 03:35:04.735+00,closed,yes,vehicle breakdown along Old Airport Road corridor and under Halasur jurisdiction,auto,Old Airport Road,High,Halasur,NULL,NULL,NULL
FKID002337,planned,12.964045,77.5882867,"Mysore Road, Halasuru Gate Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2024-03-02 05:05:27.565+00,closed,no,mixture lorry tyre puncture,,Mysore Road,High,Halasuru Gate,NULL,NULL,NULL
FKID002338,unplanned,12.9612975,77.5335061,"West of Chord Road, Vijayanagara Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-03-20 07:34:19.47+00,active,yes,traffic slow movement,,West of Chord Road,High,Vijayanagara,NULL,NULL,NULL
FKID002339,unplanned,12.9613042,77.533498,"West of Chord Road, Vijayanagara Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-03-20 07:32:03.983+00,active,yes,traffic problem,,West of Chord Road,High,Vijayanagara,NULL,NULL,NULL
FKID002340,unplanned,13.0101317,77.7002983,"K.R. Pura Jurisdiction, Bengaluru, Karnataka, India",tree_fall,FALSE,2024-03-02 04:00:49.071+00,closed,yes,tree fall along Non-corridor corridor and under K.R. Pura jurisdiction,,Non-corridor,Low,K.R. Pura,NULL,NULL,NULL
FKID002341,unplanned,12.9668653,77.5051417,"Jnanabharathi Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 04:33:10.546+00,closed,yes,vehicle off road,bmtc_bus,Non-corridor,Low,Jnanabharathi,NULL,NULL,NULL
FKID002342,unplanned,13.0413309,77.6224083,"Hennur Main Road, Hennuru Jurisdiction, Bengaluru, Karnataka, India",congestion,FALSE,2024-03-02 04:16:12.794+00,closed,no,towards keb junction slow movement due to location work,,Hennur Main Road,High,Hennuru,NULL,NULL,NULL
FKID002343,unplanned,12.9613234,77.533513,"West of Chord Road, Vijayanagara Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-03-20 07:36:01.034+00,active,yes,traffic slow movement,,West of Chord Road,High,Vijayanagara,NULL,NULL,NULL
FKID002344,unplanned,12.9763157,77.5990705,"Old Madras Road, Cubbon Park Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 05:34:53.863+00,closed,yes,slow moving traffic from location circle towards siddalingiah due to location bus off road near location,bmtc_bus,Old Madras Road,High,Cubbon Park,NULL,NULL,NULL
FKID002345,unplanned,13.0088816,77.6964241,"K.R. Pura Jurisdiction, Bengaluru, Karnataka, India",road_conditions,FALSE,2024-03-02 06:46:35.64+00,closed,yes,person location,,Non-corridor,Low,K.R. Pura,NULL,NULL,NULL
FKID002346,unplanned,12.9274715,77.6211811,"IRR(Thanisandra road), Adugodi Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2024-03-02 05:55:33.636+00,active,yes,pot holes along IRR(Thanisandra road) corridor and under Adugodi jurisdiction,,IRR(Thanisandra road),High,Adugodi,NULL,NULL,NULL
FKID002347,unplanned,12.9832471,77.5960489,"CBD 2, Cubbon Park Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2024-03-20 07:57:55.499+00,active,yes,near coffee board junction,,CBD 2,High,Cubbon Park,NULL,NULL,NULL
FKID002348,unplanned,12.9832244,77.5960152,"CBD 2, Cubbon Park Jurisdiction, Bengaluru, Karnataka, India",pot_holes,FALSE,2024-03-20 07:56:10.351+00,closed,no,coffee board junction,,CBD 2,High,Cubbon Park,NULL,NULL,NULL
FKID002349,unplanned,12.989118,77.5082493,"Magadi Road, Kamakshipalya Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-20 08:48:15.098+00,closed,no,vehicle breakdown along Magadi Road corridor and under Kamakshipalya jurisdiction,lcv,Magadi Road,High,Kamakshipalya,NULL,NULL,NULL
FKID002350,unplanned,12.9933993,77.5742441,"Sheshadripuram Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 05:49:49.104+00,closed,yes,vehicle breakdown along Non-corridor corridor and under Sheshadripuram jurisdiction,bmtc_bus,Non-corridor,Low,Sheshadripuram,NULL,NULL,NULL
FKID002351,unplanned,12.9752109,77.5869675,"Halasuru Gate Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 06:25:51.732+00,closed,yes,vehicle breakdown along Non-corridor corridor and under Halasuru Gate jurisdiction,private_car,Non-corridor,Low,Halasuru Gate,NULL,NULL,NULL
FKID002352,unplanned,13.109253,77.6039911,"Bellary Road 2, Yelahanka Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 07:26:34.445+00,closed,yes,venkatala on flyover towards airport due to starting problem traffic problem,others,Bellary Road 2,High,Yelahanka,NULL,NULL,NULL
FKID002353,planned,12.9608586,77.7477127,"Whitefield Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2024-03-20 12:29:41.865+00,closed,yes,bwssb work whaitfield towards person,,Non-corridor,Low,Whitefield,NULL,NULL,NULL
FKID002354,planned,12.98425609,77.58240759,"High ground Jurisdiction, Bengaluru, Karnataka, India",construction,TRUE,2024-03-20 12:05:46+00,active,yes,white topping phase 3 at location,NULL,Non-corridor,Low,High ground,Bengaluru Central Corporation,Central Zone 2,"Trilight Circle,Race course Road"
FKID002355,unplanned,13.0199222,77.5345337,"Rajajinagar Jurisdiction, Bengaluru, Karnataka, India",accident,FALSE,2024-03-02 09:09:24.190244+00,closed,yes,accident along Non-corridor corridor and under Rajajinagar jurisdiction,NULL,Non-corridor,Low,Rajajinagar,NULL,NULL,NULL
FKID002356,unplanned,13.0445014,77.5829582,"ORR North 2, Kodigehalli Jurisdiction, Bengaluru, Karnataka, India",congestion,FALSE,2024-03-02 06:06:46.618+00,closed,no,kride work at location to bhadrappa layout traffic slow moving,,ORR North 2,High,Kodigehalli,NULL,NULL,NULL
FKID002357,unplanned,13.1102841,77.5802353,"Yelahanka Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 06:17:54.149+00,closed,yes,location main road to wards unnikrishan junction pravite bus,private_bus,Non-corridor,Low,Yelahanka,NULL,NULL,NULL
FKID002358,unplanned,13.177818,77.6368573,"Bellary Road 2, Chikkajala Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 08:02:07.863+00,closed,yes,wheel zaam,heavy_vehicle,Bellary Road 2,High,Chikkajala,NULL,NULL,NULL
FKID002359,unplanned,12.9694637,77.700664,"ORR East 2, HAL Old Airport Jurisdiction, Bengaluru, Karnataka, India",construction,FALSE,2024-03-02 19:46:51.808+00,active,yes,construction along ORR East 2 corridor and under HAL Old Airport jurisdiction,,ORR East 2,High,HAL Old Airport,NULL,NULL,NULL
FKID002360,unplanned,12.9774011,77.6269206,"Old Madras Road, Halasur Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 18:58:38.155+00,closed,yes,vehicle off road wire burned,truck,Old Madras Road,High,Halasur,NULL,NULL,NULL
FKID002361,unplanned,12.9697236,77.7005968,"ORR East 2, HAL Old Airport Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-03-02 19:49:58.919+00,active,yes,location work,,ORR East 2,High,HAL Old Airport,NULL,NULL,NULL
FKID002362,unplanned,13.0508036,77.4912695,"No Police Station Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 19:43:25.885+00,closed,yes,vehicle breakdown towards outgoing location near location g toll exit,heavy_vehicle,Non-corridor,Low,No Police Station,NULL,NULL,NULL
FKID002363,unplanned,12.94750702,77.53336802,"Mysore Road, Byatarayanapura Jurisdiction, Bengaluru, Karnataka, India",others,FALSE,2024-03-02 18:36:57.054+00,closed,yes,vehicle tier puncture,,Mysore Road,High,Byatarayanapura,NULL,NULL,NULL
FKID002364,unplanned,13.0586995,77.4680397,"No Police Station Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 20:09:17.336+00,closed,yes,vehicle breakdown along Non-corridor corridor and under No Police Station jurisdiction,lcv,Non-corridor,Low,No Police Station,NULL,NULL,NULL
FKID002365,unplanned,12.9260949,77.676568,"ORR East 1, Bellandur Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-20 18:59:56.281+00,closed,yes,agara towards person morning traffic heavy conjection,lcv,ORR East 1,High,Bellandur,NULL,NULL,NULL
FKID002366,unplanned,12.987823,77.512435,"Magadi Road, Kamakshipalya Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 21:25:32.248+00,closed,yes,shriganadkavalu junction magadi main road private bus off road towards location,private_bus,Magadi Road,High,Kamakshipalya,NULL,NULL,NULL
FKID002367,unplanned,12.9566617,77.5495833,"Mysore Road, Byatarayanapura Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-20 19:11:13.586+00,closed,yes,break down on mysore road near location office incoming side,private_car,Mysore Road,High,Byatarayanapura,NULL,NULL,NULL
FKID002368,unplanned,12.9973228,77.6641514,"ORR North 1, Banaswadi Jurisdiction, Bengaluru, Karnataka, India",accident,FALSE,2024-03-20 19:44:39.9+00,closed,yes,accident tata ace vehicle,,ORR North 1,High,Banaswadi,NULL,NULL,NULL
FKID002369,unplanned,12.9842805,77.6416475,"Old Madras Road, Jeevanbheemanagar Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 18:47:35.13+00,closed,yes,traffic movement normal,others,Old Madras Road,High,Jeevanbheemanagar,NULL,NULL,NULL
FKID002370,unplanned,13.0427284,77.5979712,"ORR North 1, Hebbala Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 20:15:20.318+00,closed,no,back wheel tair puncture,others,ORR North 1,High,Hebbala,NULL,NULL,NULL
FKID002371,unplanned,12.9600092,77.556583,"Mysore Road, Chamarajpet Jurisdiction, Bengaluru, Karnataka, India",vehicle_breakdown,FALSE,2024-03-02 21:37:11.644+00,closed,yes,person,private_bus,Mysore Road,High,Chamarajpet,NULL,NULL,NULL
